"sname","fname","labour","tory","lnrealgross","lnrealnet","treated","yob","yod","scat_pub","scat_eto","scat_sec","scat_nm","ucat_ox","ucat_deg","ucat_nm","aristo","female","oc_teacherall","oc_barrister","oc_solicitor","oc_dr","oc_civil_serv","oc_local_politics","oc_business","oc_white_collar","oc_union_org","oc_journalist","oc_miner","wobl_race_region","pre_wobl","wobl_race_electorate","wobl_race_turnout","wobl_race_effective_number_of_ca","wobl_margin","directorships_1983"
"Heffer","Eric",1,0,12.172625541687,12.172625541687,1,1922,1991,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"North West England",-0.0905662104487419,52892,0.75622022151947,1.98949837684631,0.0726536363363266,0
"Whitlock","William",1,0,12.43053150177,12.43053150177,1,1918,2001,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"East Midlands",0.127060294151306,59638,0.852962851524353,2.63911938667297,0.0993335843086243,0
"Haseldine","Norman",1,0,12.4437379837036,12.4437379837036,1,1922,1998,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,"Yorkshire and Humberside",-0.0804962292313576,49440,0.766059875488281,1.99672448635101,0.0405027195811272,NA
"Davies","Herbert",0,1,12.4050397872925,12.4050397872925,0,1911,1985,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"North West England",NA,56490,0.76956981420517,1.991375207901,-0.065810963511467,0
"Davies","John",0,1,12.1462802886963,12.1462802886963,0,1914,1990,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Wales",-0.167169138789177,51357,0.863562881946564,1.95829689502716,-0.145930096507072,1
"Davies","Wyndham",0,1,11.4367599487305,11.4367599487305,1,1926,1984,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"West Midlands",-0.00463596312329173,49454,0.740870296955109,1.99984073638916,0.00892491638660431,0
"Cutler","Horace",0,1,12.8826217651367,12.8826217651367,0,1912,1997,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"Greater London",-0.175813689827919,57152,0.623547732830048,1.96848690509796,-0.126525804400444,0
"Argyle","Michael",0,1,9.80296993255615,9.80296993255615,0,1915,1999,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"East Midlands",-0.139074012637138,53183,0.824041545391083,1.98125326633453,-0.0972732454538345,0
"Bennett","Frederic",0,1,13.7203130722046,13.7003297805786,1,1918,2002,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,"South East England",-0.0154667915776372,39681,0.868274509906769,1.99984633922577,0.00876531004905701,6
"Bennett","Lionel",1,0,12.43053150177,10.302300453186,0,1929,2001,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"South West England",-0.234479427337646,70141,0.733707845211029,2.60288858413696,-0.18277208507061,0
"Murphy","Brian",1,0,12.2106103897095,12.2106103897095,0,1929,1995,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"South West England",-0.127373471856117,79322,0.800925314426422,2.58160614967346,-0.0819442495703697,NA
"St Clair","Malcolm",0,1,14.5398454666138,14.5252275466919,0,1927,2004,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"South West England",-0.189488306641579,57416,0.813693046569824,1.96936416625977,-0.124724417924881,0
"Tennant","Alison",0,1,14.4644184112549,14.4644184112549,0,1903,1986,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"South West England",-0.0248534195125103,53763,0.815784096717834,2.67933416366577,-0.09569301456213,0
"Holding","Norman",1,0,12.1611738204956,12.1611738204956,0,1931,1995,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Yorkshire and Humberside",-0.168417066335678,58246,0.814304828643799,1.9396812915802,-0.176344081759453,0
"Collings","Geoffrey",1,0,12.4029788970947,12.4029788970947,0,1913,1996,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yorkshire and Humberside",NA,49729,0.888917922973633,2.69548344612122,-0.00144779996480793,NA
"Hill","James",0,1,12.4284496307373,12.4284496307373,1,1924,1999,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"South East England",-0.047920186072588,70732,0.733289062976837,2.34027361869812,0.0347427055239677,0
"Matthews","Gordon",0,1,12.6350240707397,12.6278524398804,1,1908,2000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"West Midlands",-0.0248387176543474,62449,0.844417035579681,1.99995028972626,0.00498738931491971,0
"Vickers","Joan",0,1,13.4477891921997,13.4477891921997,1,1907,1994,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"South West England",NA,68235,0.771480917930603,2.24056887626648,0.00189962389413267,NA
"Clarke","Terence",0,1,12.5137395858765,12.5137395858765,1,1904,1992,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"South East England",NA,58892,0.834646463394165,2.01972246170044,0.0192252919077873,0
"Yates","William",0,1,12.1201086044312,12.1201086044312,1,1921,1993,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"West Midlands",-0.0469620451331139,46897,0.800904095172882,1.99967610836029,0.0127263041213155,0
"Holdsworth","Albert",0,1,12.6405391693115,12.6405391693115,0,1909,1993,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"East of England",-0.070042572915554,73622,0.851511776447296,1.99090993404388,-0.0675705820322037,0
"Bidwell","Sydney",1,0,12.3720865249634,12.3720865249634,1,1917,1997,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,"Greater London",0.050458837300539,52811,0.708166837692261,2.2501003742218,0.142971739172935,0
"Hastings","Stephen",0,1,13.5179767608643,13.35973072052,1,1921,2005,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"East of England",0.113646849989891,58640,0.830388784408569,2.69748377799988,0.109212636947632,2
"Cooper","John",1,0,12.4284496307373,12.4284496307373,0,1921,1999,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"Greater London",-0.251355588436127,67990,0.675981760025024,2.68829488754272,-0.0399260222911835,0
"Dunn","James",1,0,11.3777084350586,11.3777084350586,1,1926,1985,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"North West England",-0.0652726590633392,52426,0.691412687301636,1.97584319114685,0.11057161539793,0
"Bullard","Denys",0,1,13.3691329956055,13.3691329956055,1,1912,1994,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"East of England",-0.00786758214235306,40552,0.826050519943237,1.99965190887451,0.0131948180496693,0
"Ratcliffe","Joyce",0,1,11.9552154541016,11.9552154541016,0,1910,1991,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"East Midlands",-0.112260490655899,69336,0.84156858921051,1.98901200294495,-0.0743260607123375,0
"Donovan","William",0,1,12.351466178894,12.351466178894,0,1903,1985,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,"Greater London",-0.0434095896780491,51282,0.673023700714111,2.13862419128418,-0.0269745606929064,0
"Browne","Percy",0,1,12.9570035934448,12.9479990005493,1,1923,2004,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"South West England",NA,44029,0.861568510532379,2.58823370933533,0.0597089678049088,0
"Hirst","Geoffrey",0,1,13.8378000259399,13.8378000259399,1,1904,1984,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Yorkshire and Humberside",NA,46981,0.893063127994537,2.51960039138794,0.00193054799456149,0
"Boydell","Peter",0,1,14.1492719650269,14.125072479248,0,1920,2001,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"North West England",0.0476872399449348,49121,0.856293618679047,2.59818601608276,-0.0504017882049084,0
"Cronin","John",1,0,13.6090421676636,13.6090421676636,1,1916,1986,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"East Midlands",0.139074012637138,53183,0.824041545391083,1.98125326633453,0.0972732454538345,1
"Cheetham","Stanley",0,1,12.1359062194824,12.1359062194824,0,1912,1992,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,"Yorkshire and Humberside",NA,52540,0.811191499233246,1.98586285114288,-0.0843735337257385,0
"Hinchcliffe","Denton",0,1,12.1340990066528,12.1340990066528,0,1907,1994,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yorkshire and Humberside",-0.165641531348228,59828,0.779150247573853,1.91625380516052,-0.209052875638008,0
"Brannan","Martin",0,1,12.0962562561035,12.0962562561035,0,1909,1994,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"North West England",-0.200361594557762,49094,0.861449480056763,1.93210446834564,-0.187458619475365,1
"Harman","Anthony",1,0,12.6007461547852,12.5291137695312,0,1912,1999,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"South East England",NA,47261,0.834345459938049,2.72341132164001,-0.0852353423833847,0
"Chandler","Maurice",0,1,12.1867551803589,12.1867551803589,0,1920,1996,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"West Midlands",-0.133605569601059,60363,0.833457589149475,1.99360239505768,-0.056648775935173,0
"Gordon","Dennis",1,0,10.7268486022949,10.7268486022949,0,1915,1997,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"South East England",NA,45182,0.827431261539459,2.37784433364868,-0.140056177973747,0
"Scott","Nicholas",0,1,12.6336727142334,11.7933683395386,1,1933,2005,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Greater London",0.165361225605011,34176,0.623858869075775,2.40355324745178,0.0676797553896904,0
"Glyn","Alan",0,1,15.4346971511841,15.4346971511841,1,1918,1998,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,"Greater London",-0.00504812551662326,55894,0.763158857822418,1.99613904953003,0.0439797453582287,0
"Rutter","William",1,0,12.4437379837036,12.4437379837036,0,1910,1998,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"North West England",-0.106398329138756,44893,0.852827847003937,1.96719610691071,-0.129133358597755,0
"McLean","Neil",0,1,12.9045181274414,12.9045181274414,1,1918,1986,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Scotland",0.290779739618301,51309,0.674910843372345,2.77167558670044,0.0278956945985556,0
"Lindsay","James",0,1,13.4652557373047,13.4652557373047,1,1906,1997,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"South West England",0.242408186197281,43906,0.811141967773438,2.70916891098022,0.146740049123764,0
"Alderson","John",1,0,12.43053150177,12.43053150177,0,1931,2001,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"North East England",NA,54122,0.818835198879242,2.57063412666321,-0.18821220099926,0
"Pritchard","Thomas",1,0,12.4605150222778,12.154483795166,0,1922,2002,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"West Midlands",-0.122899204492569,59083,0.802210450172424,1.9916170835495,-0.064877524971962,0
"Adkins","Banner",0,1,12.0273323059082,12.0273323059082,0,1916,1997,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"West Midlands",-0.0161417722702026,80377,0.771937251091003,2.49056553840637,-0.0683041587471962,0
"Reynolds","John",1,0,12.1462802886963,12.1462802886963,0,1925,1990,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"Wales",-0.214725032448769,60632,0.806768715381622,2.74812459945679,-0.0740453004837036,NA
"Amery","Julian",0,1,15.5937690734863,15.5937690734863,1,1919,1996,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"North West England",NA,52086,0.868102729320526,2.21704077720642,0.0207448694854975,0
"Park","Trevor",1,0,12.0621900558472,12.0621900558472,1,1927,1995,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"East Midlands",-0.000215377993299626,70245,0.828286707401276,1.99954986572266,0.01500438246876,0
"Swain","Mervyn",1,0,12.3383779525757,12.3383779525757,0,1910,1998,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"North West England",-0.107390597462654,53287,0.821063280105591,1.9892121553421,-0.0736423507332802,0
"Mayer","George",1,0,11.5747194290161,11.5747194290161,0,1920,1993,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"South West England",NA,57150,0.835992991924286,2.47120642662048,-0.136739432811737,NA
"Gibson-Watt","David",0,1,15.4026575088501,15.3867282867432,1,1918,2002,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"South West England",0.269572705030441,45340,0.79499340057373,2.67984509468079,0.210237205028534,0
"Budgen","Nicholas",0,1,12.7118663787842,11.1591339111328,1,1937,1998,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"West Midlands",-0.407485693693161,39013,0.578986465930939,2.1145191192627,-0.304188072681427,0
"Hunt","Dennis",1,0,12.1201086044312,12.1201086044312,0,1929,1993,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"North West England",0.0831643790006638,74576,0.756114542484283,1.99356365203857,-0.0568206012248993,0
"Fox","Marcus",0,1,13.1502447128296,13.1372537612915,1,1927,2002,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"Yorkshire and Humberside",0.037749145179987,50435,0.82416969537735,2.40127515792847,0.114922896027565,0
"Nicholls","Harmar",0,1,14.4133214950562,14.4070482254028,1,1912,2000,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,"East Midlands",NA,57502,0.863726496696472,2.34484767913818,0.00289936782792211,0
"Arbuthnot","John",0,1,14.8027591705322,14.8027591705322,1,1912,1992,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"South East England",NA,60999,0.857686161994934,2.26170802116394,0.0441339500248432,3
"Singleton","Geoffrey",0,1,8.80578136444092,7.81996440887451,0,1916,2004,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"North West England",-0.258799076080322,48241,0.758939504623413,1.88583981990814,-0.246039554476738,0
"How","William",0,1,8.50262355804443,8.50262355804443,0,1915,1990,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Scotland",-0.193436324596405,44857,0.85391354560852,1.94725668430328,-0.16457810997963,0
"Mills","Peter",0,1,12.1618728637695,12.1618728637695,1,1921,1993,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"South West England",0.0597089678049088,44176,0.85107296705246,2.6178674697876,0.0550043880939484,0
"Maynard","Francis",0,1,9.72679710388184,9.72679710388184,0,1903,1985,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"West Midlands",-0.0690428018569946,53598,0.836393177509308,1.99846851825714,-0.0276829730719328,NA
"Fowler","Sir Gerald",1,0,12.5454864501953,12.5454864501953,1,1935,1993,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"West Midlands",-0.0601360723376274,57265,0.812677919864655,1.99933934211731,0.0181786920875311,0
"Stanbrook","Ivor",0,1,12.489673614502,9.31161975860596,1,1924,2004,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"South East England",-0.0334584750235081,65191,0.79069197177887,2.32391738891602,0.0256469957530499,0
"Jones","Arthur",0,1,14.576099395752,14.576099395752,1,1915,1991,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"East Midlands",0.139564424753189,55080,0.830410301685333,1.98551273345947,0.0854194462299347,0
"Jones","Daniel",1,0,12.6272735595703,12.6272735595703,1,1908,1985,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"South East England",0.112508483231068,57990,0.837678909301758,1.96186101436615,0.139428123831749,NA
"Leask","Murray",0,1,12.5816211700439,8.89274215698242,0,1934,2000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Greater London",-0.238968014717102,47124,0.600755453109741,2.07543206214905,-0.333027184009552,0
"Owen","Idris",0,1,14.6037712097168,14.5946807861328,1,1912,2003,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,"North West England",-0.0836929231882095,52684,0.74813985824585,2.4165050983429,0.0220981854945421,0
"Nicholson","Marjorie",1,0,12.9474754333496,12.9474754333496,0,1914,1997,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"South East England",NA,51580,0.82022100687027,2.30207228660583,-0.217741742730141,0
"Norton","Joseph",0,1,13.3068685531616,13.3019742965698,0,1912,2005,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"North West England",-0.0287179481238127,54824,0.706825494766235,1.99934947490692,-0.0180382449179888,0
"Hargreaves","Kenneth",0,1,13.9895973205566,13.9895973205566,0,1903,1990,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"Yorkshire and Humberside",-0.123892821371555,51468,0.875068008899689,1.9941086769104,-0.0543541014194489,0
"Perry","George",1,0,12.3383779525757,7.14542102813721,1,1920,1998,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"East Midlands",NA,64597,0.756134212017059,1.99991631507874,0.00646957661956549,0
"Pitt","David Thomas",1,0,12.6812829971313,12.6812829971313,0,1913,1994,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"Greater London",0.110178880393505,53005,0.629148185253143,2.38749980926514,-0.0935588330030441,0
"Pitt","Terence",1,0,11.7519569396973,11.7519569396973,0,1937,1986,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"West Midlands",0.0797946229577065,82257,0.736375033855438,1.99787378311157,-0.0326223336160183,0
"Hockton","Thomas",1,0,13.4709415435791,13.4689455032349,0,1925,2001,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"North West England",-0.042286355048418,57102,0.737014472484589,1.99151515960693,-0.0652726590633392,0
"Lomas","Kenneth",1,0,12.4480905532837,11.7061529159546,1,1922,2000,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"Yorkshire and Humberside",-0.236024841666222,50748,0.815598666667938,2.99137473106384,0.0309253446757793,0
"Price","William",1,0,11.1415119171143,11.0466051101685,1,1934,1999,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"West Midlands",-0.0396674424409866,51330,0.849055111408234,2.03641414642334,0.00938460789620876,0
"Frears","John",1,0,13.2225589752197,13.2181129455566,0,1936,1999,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"East Midlands",-0.207860589027405,79616,0.804674923419952,2.5867166519165,-0.118551470339298,0
"Huddart","Joseph",1,0,13.1818990707397,13.1698293685913,0,1911,1998,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"South East England",NA,58909,0.779745042324066,2.35151791572571,-0.065332867205143,0
"Bevins","Reginald",0,1,12.4029788970947,12.4029788970947,1,1908,1996,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"North West England",NA,54393,0.803890228271484,2.27426409721375,0.0599185824394226,0
"Youngson","Robert",0,1,8.43317031860352,8.43317031860352,0,1908,1992,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,"North East England",-0.210071071982384,49051,0.769872188568115,1.95320665836334,-0.154781132936478,0
"Scott-Hopkins","James",0,1,11.7035474777222,11.7035474777222,1,1921,1995,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"South West England",0.0451716482639313,42764,0.837199509143829,2.38570857048035,0.0276241544634104,0
"Clapham","Brian",1,0,13.144474029541,13.1395015716553,0,1913,1998,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,"East of England",-0.132978618144989,58872,0.754993855953217,1.98225021362305,-0.0946274325251579,0
"Hiley","Joseph",0,1,13.4247255325317,13.4247255325317,1,1902,1989,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Yorkshire and Humberside",0.106506116688251,52285,0.868738651275635,2.50761961936951,0.143344640731812,NA
"Cope","Joyce",1,0,12.655158996582,12.655158996582,0,1921,1990,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"North West England",-0.188113808631897,66083,0.779716432094574,2.62527942657471,-0.132690295577049,NA
"Reid","Alastair",1,0,12.0015058517456,12.0015058517456,0,1925,1987,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Scotland",NA,27620,0.631173074245453,1.88068401813507,-0.251878619194031,0
"Hawkins","Paul",0,1,12.597767829895,12.5461044311523,1,1912,2002,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"East of England",-0.00231880601495504,41192,0.819576621055603,2.05086779594421,0.00364336487837136,0
"Hawkins","George",0,1,12.0969152450562,12.0969152450562,0,1919,1989,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,"West Midlands",-0.148201495409012,64289,0.647171378135681,1.97907662391663,-0.102821707725525,0
"Tresman","John",0,1,12.4139947891235,11.8952016830444,0,1926,2002,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"North West England",-0.286855518817902,40276,0.601077556610107,1.80826902389526,-0.325622707605362,0
"Lawton","Kenneth",0,1,12.6701316833496,12.6701316833496,0,1924,1985,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"North West England",-0.203981801867485,54459,0.861822664737701,1.96254324913025,-0.138151451945305,0
"Jonas","George",1,0,12.597954750061,12.1110830307007,0,1928,2005,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"West Midlands",-0.20677824318409,59131,0.736331224441528,2.50697755813599,-0.0765502974390984,0
"Braine","Bernard",0,1,13.1847686767578,13.1665363311768,1,1914,2000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"East of England",NA,59209,0.795689821243286,2.31353449821472,0.0926727801561356,0
"Sisson","Douglas",0,1,12.4165172576904,12.4165172576904,0,1921,1997,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"North West England",NA,51346,0.781501948833466,2.88847136497498,-0.0746878683567047,NA
"Leavey","Anthony",0,1,14.4462642669678,14.4449691772461,1,1915,1999,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"North West England",0.0767313912510872,59203,0.818167984485626,1.99125492572784,0.0662702843546867,4
"Wilde","Ivor",1,0,10.6200227737427,10.6200227737427,0,1921,1985,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"East Midlands",-0.139564424753189,55080,0.830410301685333,1.98551273345947,-0.0854194462299347,0
"Wallace","William",1,0,12.0969152450562,12.0969152450562,0,1912,1989,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Scotland",-0.0544517189264297,53020,0.804809510707855,2.4187605381012,-0.00103114522062242,NA
"Brown","Roger",1,0,12.597954750061,12.4824419021606,0,1929,2005,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"South East England",-0.231718480587006,67694,0.76334685087204,2.58579063415527,-0.161202922463417,0
"Davies","Clifford",1,0,12.3720865249634,12.3720865249634,0,1910,1997,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"South East England",-0.141681954264641,65313,0.850703537464142,1.94077563285828,-0.174687743186951,0
"Grant","Alec",1,0,13.9894018173218,13.9894018173218,0,1932,1991,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Greater London",-0.290727376937866,52009,0.736853241920471,2.70750427246094,-0.182944968342781,0
"Jones","George",1,0,12.0969152450562,12.0969152450562,0,1938,1989,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"West Midlands",-0.20286613702774,60606,0.794145822525024,2.46610116958618,-0.142405986785889,0
"Morris","Norman",1,0,12.6859970092773,12.6839227676392,0,1913,2004,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"North West England",-0.286600977182388,51271,0.69163852930069,1.88598310947418,-0.245875746011734,4
"Smith","Kathleen",0,1,12.716968536377,12.709792137146,0,1929,2005,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,"Wales",-0.339458286762238,41593,0.816603779792786,3.15794086456299,-0.200647726655006,0
"Smith","Ronald",1,0,12.4029788970947,12.4029788970947,0,1937,1996,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"South West England",-0.138601467013359,53895,0.761907398700714,1.9798846244812,-0.100796334445477,NA
"Thompson","Donald",0,1,12.5533380508423,6.9811840057373,1,1931,2005,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yorkshire and Humberside",-0.271667391061783,63086,0.723932385444641,2.52580761909485,-0.159207358956337,0
